metric_family,source_name,task_name,model_id,comparison_split,n_pairs,seed_count,hidden_dim_count,standard_test_n_median,comparison_test_n_median,mean_delta,median_delta,sd_delta,sem_delta,seed_t_ci95_low,seed_t_ci95_high,bootstrap_ci95_low,bootstrap_ci95_high,positive_delta_n,negative_delta_n,zero_delta_n,sign_consistency,sign_test_p,ci_available,ci_excludes_zero,uncertainty_status,direction
bace_tox21_feature_mlp,moleculenet,BACE,morgan_xgb,nn08_removed,5,5,1,1265.0,755.0,0.03311787167682225,0.03333130925442607,0.004838393866349182,0.0021637955174149607,0.02711117532047832,0.039124568033166184,0.029419410886588792,0.036816332467055714,5,0,0,1.0,0.0625,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,BACE,morgan_xgb,scaffold_removed,5,5,1,1265.0,719.0,0.032819031539954045,0.03165502639630646,0.0032916790652218236,0.0014720836299897922,0.028732527383102384,0.03690553569680571,0.030584061511772065,0.03550628941826539,5,0,0,1.0,0.0625,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,density_matched_clean,5,5,1,1452.0,100.0,-0.01902919804935288,-0.01902919804935288,0.0,0.0,-0.01902919804935288,-0.01902919804935288,-0.01902919804935288,-0.01902919804935288,0,5,0,1.0,0.0625,True,True,repeated_ci_available,comparison_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,exact_removed,5,5,1,1452.0,100.0,-0.01902919804935288,-0.01902919804935288,0.0,0.0,-0.01902919804935288,-0.01902919804935288,-0.01902919804935288,-0.01902919804935288,0,5,0,1.0,0.0625,True,True,repeated_ci_available,comparison_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,nn08_removed,5,5,1,1452.0,56.0,0.12867464449985044,0.12867464449985044,0.0,0.0,0.12867464449985044,0.12867464449985044,0.12867464449985044,0.12867464449985044,5,0,0,1.0,0.0625,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,scaffold_removed,5,5,1,1452.0,379.0,0.22386181027525165,0.22386181027525165,0.0,0.0,0.22386181027525165,0.22386181027525165,0.22386181027525165,0.22386181027525165,5,0,0,1.0,0.0625,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,density_matched_clean,40,20,2,1452.0,100.0,0.4606983097834732,0.4560419922050398,0.029432229882067878,0.004653644152250173,0.4512932949517756,0.4701033246151708,0.4519053855874152,0.46968618898186504,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,exact_removed,40,20,2,1452.0,100.0,0.4606983097834732,0.4560419922050398,0.029432229882067878,0.004653644152250173,0.4512932949517756,0.4701033246151708,0.4515775910817716,0.4697555197328332,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,nn08_removed,40,20,2,1452.0,56.0,0.5028406090649475,0.4963761762242283,0.028014201529947123,0.0044294341832803305,0.493888722580538,0.5117924955493571,0.4943781288421692,0.5114730148078119,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,scaffold_removed,40,20,2,1452.0,379.0,0.012700234733396853,0.008864848713439732,0.02814166324043809,0.004449587649260953,0.003707618094240467,0.021692851372553237,0.004982365433854117,0.022081074731532584,27,13,0,0.675,0.03847730828420026,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,density_matched_clean,5,5,1,1452.0,100.0,0.02308228110258197,0.0300235581925129,0.02613749926091965,0.011689045021853368,-0.009366507878082981,0.055531070083246925,0.003305757120090136,0.0428588050850738,3,2,0,0.6,1.0,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,exact_removed,5,5,1,1452.0,100.0,0.02308228110258197,0.0300235581925129,0.02613749926091965,0.011689045021853368,-0.009366507878082981,0.055531070083246925,0.003305757120090136,0.0428588050850738,3,2,0,0.6,1.0,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,nn08_removed,5,5,1,1452.0,56.0,0.07827753258649324,0.06169954298086211,0.09705746398971217,0.04340541744094687,-0.04221590622957526,0.19877097140256172,0.005249597107994686,0.15350895669339557,4,1,0,0.8,0.375,True,True,repeated_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,scaffold_removed,5,5,1,1452.0,379.0,0.24688715825494234,0.2496674574193647,0.029776229677037132,0.013316334734300326,0.20992101303252464,0.28385330347736004,0.22481654258870312,0.27064231344292067,5,0,0,1.0,0.0625,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,density_matched_clean,40,20,2,1265.0,123.0,0.029312854604057657,0.02865139226404878,0.01936825311117509,0.0030623897064977843,0.023123765007225634,0.03550194420088968,0.02342865785070671,0.03510681850215924,38,2,0,0.95,1.4933903003111482e-09,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,exact_removed,40,20,2,1265.0,882.0,0.041487953007777814,0.04134327812670474,0.005066688661331297,0.0008011138182378195,0.039868901981119184,0.043107004034436444,0.03996179742769007,0.043038389582165805,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,nn08_removed,40,20,2,1265.0,755.0,0.04769082361235164,0.04735136799727563,0.006969689706494167,0.0011020047028576006,0.045463672107876434,0.04991797511682685,0.04560069396098122,0.04985744300306212,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,scaffold_removed,40,20,2,1265.0,719.0,0.051718030789378734,0.05069928454103789,0.0076733452858833845,0.0012132624188153686,0.049266027440952875,0.05417003413780459,0.04945872267458956,0.05415158908580868,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,density_matched_clean,40,20,2,1265.0,123.0,0.023165409578831,0.02398825868923221,0.06815828891864541,0.010776771720136719,0.0013855539324346897,0.04494526522522731,0.0027224453224105583,0.04487548074800335,25,15,0,0.625,0.1538599441628321,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,exact_removed,40,20,2,1265.0,882.0,0.02145770413873121,0.020689835649202515,0.01080617454408009,0.0017086062176312343,0.018004610972898488,0.024910797304563935,0.018151715099691487,0.02469041851289195,39,1,0,0.975,7.457856554538012e-11,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,nn08_removed,40,20,2,1265.0,755.0,0.029192146529879413,0.028290533940432516,0.014689627872869647,0.0023226341029281214,0.02449810300786168,0.03388619005189715,0.024621370207024183,0.033683464886765574,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,scaffold_removed,40,20,2,1265.0,719.0,0.033094319430544125,0.03236820856426825,0.017495667796671405,0.0027663079711570658,0.027503611020835695,0.03868502784025255,0.027804074649773997,0.038461834297874586,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,density_matched_clean,40,20,2,1265.0,123.0,0.15386938195091882,0.15159286317144452,0.046671884795921784,0.007379472932404784,0.13895546715452875,0.16878329674730888,0.1394118102043606,0.16849113028159446,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,exact_removed,40,20,2,1265.0,882.0,-0.014960878583315568,-0.014045859679256645,0.013974122538523618,0.0022095027762014338,-0.019426283694018665,-0.010495473472612472,-0.019316267490213642,-0.010809587554191735,6,34,0,0.85,8.364584573428147e-06,True,True,repeated_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,nn08_removed,40,20,2,1265.0,755.0,-0.03873951066726152,-0.03689127244480234,0.01651747052711498,0.0026116414025192662,-0.04401763794175296,-0.033461383392770085,-0.043918782171462625,-0.033773962892794614,0,40,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,scaffold_removed,40,20,2,1265.0,719.0,-0.044701776428187,-0.04427637347584262,0.0171835173548253,0.0027169526527139843,-0.05019273773932196,-0.03921081511705204,-0.050123356824840475,-0.039550259165018246,0,40,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,density_matched_clean,40,20,2,1452.0,100.0,0.35379694858174054,0.356797611555161,0.08434061748152394,0.013335422525331491,0.3268460596580456,0.3807478375054355,0.3277038253501557,0.3798254587533508,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,exact_removed,40,20,2,1452.0,100.0,0.35379694858174054,0.356797611555161,0.08434061748152394,0.013335422525331491,0.3268460596580456,0.3807478375054355,0.32802165449317483,0.3792242207979234,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,nn08_removed,40,20,2,1452.0,56.0,0.5064273765729933,0.5220317023350594,0.1176588069041182,0.018603490829747903,0.4688297216060728,0.5440250315399138,0.4698263495657584,0.5425438374667523,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,scaffold_removed,40,20,2,1452.0,379.0,0.2079113337922446,0.21244800150293913,0.03449458698860205,0.005454073091539555,0.19688865207424316,0.21893401551024605,0.19709669339695082,0.21801096713746848,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,density_matched_clean,40,20,2,1452.0,100.0,0.005612568554006947,0.019383709684855754,0.11023305391836627,0.017429376190909302,-0.02961220072782075,0.040837337835834646,-0.027537529771774566,0.039933948217804126,24,16,0,0.6,0.26818725105476915,True,False,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,exact_removed,40,20,2,1452.0,100.0,0.005612568554006947,0.019383709684855754,0.11023305391836627,0.017429376190909302,-0.02961220072782075,0.040837337835834646,-0.027429582207778316,0.0403214860857979,24,16,0,0.6,0.26818725105476915,True,False,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,nn08_removed,40,20,2,1452.0,56.0,-0.1284080500026941,-0.19641364885451318,0.16992726275668893,0.02686785934345198,-0.18270799373581054,-0.07410810626957764,-0.1741387329230121,-0.07086364585425352,5,35,0,0.875,1.382612026645802e-06,True,True,repeated_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,scaffold_removed,40,20,2,1452.0,379.0,0.28030852753741287,0.2698907343627045,0.05310091063157479,0.008395991171241327,0.26334022938033413,0.2972768256944916,0.2642875875982162,0.29699538336402503,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,density_matched_clean,40,20,2,1452.0,100.0,0.23415655588224346,0.2471441408462544,0.11923646443669386,0.01885294038828092,0.19605476335752772,0.27225834840695917,0.19737383248260537,0.26947938212608474,39,1,0,0.975,7.457856554538012e-11,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,exact_removed,40,20,2,1452.0,100.0,0.23415655588224346,0.2471441408462544,0.11923646443669386,0.01885294038828092,0.19605476335752772,0.27225834840695917,0.1971704191647368,0.26875197895621816,39,1,0,0.975,7.457856554538012e-11,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,nn08_removed,40,20,2,1452.0,56.0,0.12440022973416473,0.17854655178325635,0.2383631100535169,0.037688516896524665,0.04823173708628839,0.20056872238204107,0.04975609726229371,0.19810960346364664,28,12,0,0.7,0.01658900337497471,True,True,repeated_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,scaffold_removed,40,20,2,1452.0,379.0,0.2370807110175872,0.23782939104742706,0.09405535142478313,0.014871456831493891,0.20702549676113804,0.26713592527403635,0.2086036015577434,0.26505442794197603,39,1,0,0.975,7.457856554538012e-11,True,True,repeated_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_logreg,density_matched_clean,1,1,1,408.0,38.0,-0.053866859243697496,-0.053866859243697496,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_logreg,exact_removed,1,1,1,408.0,66.0,-0.06743521341463388,-0.06743521341463388,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_xgb,density_matched_clean,1,1,1,408.0,38.0,-0.07598530197335329,-0.07598530197335329,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_xgb,exact_removed,1,1,1,408.0,66.0,-0.09081074434542447,-0.09081074434542447,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,density_matched_clean,40,20,2,408.0,38.0,-0.025515678026018083,-0.025871927296559516,0.01069720967429848,0.0016913773589585575,-0.028933951668473328,-0.02209740438356284,-0.02875147952059429,-0.022183187164589356,0,40,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,exact_removed,40,20,2,408.0,66.0,-0.035541502990150096,-0.03367202157598498,0.0077293032247304095,0.0012221101458116193,-0.038011387594835376,-0.03307161838546482,-0.03797109563309422,-0.033303042459398476,0,40,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,nn08_removed,40,20,2,408.0,47.0,-0.03259220308048434,-0.03203347578347576,0.010249437351181504,0.001620578338246832,-0.035867391902081186,-0.029317014258887494,-0.035749505458733996,-0.02950652293669873,0,40,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,scaffold_removed,40,20,2,408.0,49.0,0.050862212873931625,0.05260082799145305,0.021503743280655907,0.0034000403493207034,0.04399073132795448,0.05773369441990877,0.04422226604233444,0.057357292501335456,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,density_matched_clean,40,20,2,408.0,38.0,-0.05024920475000898,-0.05480666826025282,0.02656682090836734,0.004200583213011213,-0.05873858342350464,-0.041759826076513316,-0.05806182302398123,-0.04162826506303643,2,38,0,0.95,1.4933903003111482e-09,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,exact_removed,40,20,2,408.0,66.0,-0.06111973832929435,-0.06529918601469659,0.01722064795261191,0.002722823515708449,-0.06662256465454112,-0.05561691200404757,-0.06643909310791578,-0.05577017606218728,0,40,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,nn08_removed,40,20,2,408.0,47.0,-0.05846718638710824,-0.06340144230769235,0.01934250576273175,0.0030583186932582372,-0.06464804846618313,-0.052286324308033344,-0.064400721710292,-0.05260193601428948,0,40,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,scaffold_removed,40,20,2,408.0,49.0,-0.01912601829594015,-0.018846821581196604,0.03172390873447517,0.005015990394212568,-0.029263334882643748,-0.00898870170923655,-0.028799360226362154,-0.009269821297409187,11,29,0,0.725,0.006426576095691416,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,density_matched_clean,40,20,2,408.0,38.0,-0.06436461854373157,-0.062155401022588486,0.03725262744207723,0.005890157577132817,-0.07626862700711699,-0.05246061008034615,-0.07546156097655408,-0.05280665872118078,2,38,0,0.95,1.4933903003111482e-09,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,exact_removed,40,20,2,408.0,66.0,-0.060583276738716926,-0.061321871091307045,0.02677495926534772,0.004233492776836372,-0.06913916564070323,-0.05202738783673062,-0.06865664032981228,-0.052230184443483575,1,39,0,0.975,7.457856554538012e-11,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,nn08_removed,40,20,2,408.0,47.0,-0.05956983952101139,-0.06191907051282047,0.03233119552954187,0.005112010867480301,-0.06990121348418908,-0.049238465557833705,-0.06934719857327278,-0.04946325161925748,1,39,0,0.975,7.457856554538012e-11,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,scaffold_removed,40,20,2,408.0,49.0,-0.0160210503472222,-0.025340544871794823,0.04796150631151916,0.007583379997847087,-0.03134706132287116,-0.0006950393715732372,-0.030509367070646356,-0.00046859349959931044,14,26,0,0.65,0.0806904677519924,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_logreg,density_matched_clean,1,1,1,295.0,140.0,0.260401065429245,0.260401065429245,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_logreg,exact_removed,1,1,1,295.0,155.0,0.2710055688395038,0.2710055688395038,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_xgb,density_matched_clean,1,1,1,295.0,140.0,0.3883117332848523,0.3883117332848523,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_xgb,exact_removed,1,1,1,295.0,155.0,0.4138653163923922,0.4138653163923922,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,density_matched_clean,40,20,2,295.0,140.0,-0.034300447728459825,-0.03588176390295694,0.016392488266001756,0.002591879971907482,-0.03953863715168485,-0.029062258305234803,-0.03916977068164961,-0.029273574371549677,1,39,0,0.975,7.457856554538012e-11,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,exact_removed,40,20,2,295.0,155.0,-0.015331467068831706,-0.014499038867269831,0.01978951811843397,0.003128997552571056,-0.02165517112257781,-0.009007763015085601,-0.02137750229864403,-0.009200795506639383,7,33,0,0.825,4.2277022657799534e-05,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,nn08_removed,40,20,2,295.0,114.0,-0.024419502926779052,-0.02166242470066615,0.02216494790056625,0.0035045859792378338,-0.03150227119081871,-0.01733673466273939,-0.03121347516408776,-0.017592213396625585,5,35,0,0.875,1.382612026645802e-06,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,scaffold_removed,40,20,2,295.0,75.0,0.021543644121347995,0.0225906510833071,0.028813818815366578,0.004555864777198652,0.01233624140662952,0.03075104683606647,0.012589825140530439,0.030538318078290445,32,8,0,0.8,0.0001821658297558315,True,True,repeated_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,density_matched_clean,40,20,2,295.0,140.0,-0.02784223884430361,-0.06456206875654713,0.07834108797614121,0.012386813619011849,-0.05287598916832656,-0.002808488520280667,-0.049908643031423214,-0.002488600275014703,11,29,0,0.725,0.006426576095691416,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,exact_removed,40,20,2,295.0,155.0,-0.017541388615395868,-0.05288183537281016,0.0818747825194276,0.012945539784616522,-0.04370432452010586,0.008621547289314122,-0.0405853964151573,0.008681353243627551,12,28,0,0.7,0.01658900337497471,True,False,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,nn08_removed,40,20,2,295.0,114.0,-0.03248507324934598,-0.05812647093277107,0.07741668525131191,0.012240652714725525,-0.05722343238580627,-0.007746714112885692,-0.05447770960015481,-0.0071643172786457045,10,30,0,0.75,0.0022214337732293643,True,True,repeated_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,scaffold_removed,40,20,2,295.0,75.0,0.0013720609487386682,-0.013254922000780212,0.07207708406971255,0.011396387638186508,-0.021660038468036262,0.0244041603655136,-0.01967653350614597,0.025146623731379353,17,23,0,0.575,0.42959050784338615,True,False,repeated_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,density_matched_clean,40,20,2,295.0,140.0,0.5633650660698878,0.6281126723170201,0.1905069107857072,0.030121787404266614,0.502488933725865,0.6242411984139106,0.5024321206392287,0.6185178387073734,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,exact_removed,40,20,2,295.0,155.0,0.5643700413104746,0.6273995759555328,0.18575393843428978,0.02937027648995235,0.5050127125242809,0.6237273700966683,0.5053699685417872,0.6196292353980756,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,nn08_removed,40,20,2,295.0,114.0,0.5409984460915342,0.6047916466992536,0.20693682041840647,0.03271958421377012,0.47487216639550484,0.6071247257875636,0.4759462052374968,0.6015279741240075,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,scaffold_removed,40,20,2,295.0,75.0,0.28949902191890714,0.26665347905642645,0.17335509006716132,0.027409846429793078,0.23410372228429532,0.34489432155351896,0.23887324233882268,0.344209521248537,40,0,0,1.0,1.8189894035458565e-12,True,True,repeated_ci_available,standard_higher
