metric_family,source_name,task_name,model_id,comparison_split,n_pairs,seed_count,hidden_dim_count,standard_test_n_median,comparison_test_n_median,mean_delta,median_delta,sd_delta,sem_delta,seed_t_ci95_low,seed_t_ci95_high,bootstrap_ci95_low,bootstrap_ci95_high,positive_delta_n,negative_delta_n,zero_delta_n,sign_consistency,sign_test_p,ci_available,ci_excludes_zero,uncertainty_source,uncertainty_status,direction
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,nn08_removed,40,20,2,1265.0,755.0,-0.03873951066726152,-0.03689127244480234,0.01651747052711498,0.0026116414025192662,-0.04401763794175296,-0.033461383392770085,-0.043925364654967845,-0.03377098783376054,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,scaffold_removed,40,20,2,1265.0,719.0,-0.044701776428187,-0.04427637347584262,0.0171835173548253,0.0027169526527139843,-0.05019273773932196,-0.03921081511705204,-0.05014255184292516,-0.039577621879769244,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,density_matched_clean,40,20,2,1452.0,100.0,0.35379694858174054,0.356797611555161,0.08434061748152394,0.013335422525331491,0.3268460596580456,0.3807478375054355,0.3283286089417811,0.3795018852988398,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,exact_removed,40,20,2,1452.0,100.0,0.35379694858174054,0.356797611555161,0.08434061748152394,0.013335422525331491,0.3268460596580456,0.3807478375054355,0.3277038253501557,0.3798254587533508,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,nn08_removed,40,20,2,1452.0,56.0,0.5064273765729933,0.5220317023350594,0.1176588069041182,0.018603490829747903,0.4688297216060728,0.5440250315399138,0.46909935329097857,0.5418277997932881,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,scaffold_removed,40,20,2,1452.0,379.0,0.2079113337922446,0.21244800150293913,0.03449458698860205,0.005454073091539555,0.19688865207424316,0.21893401551024605,0.19704270401333165,0.21801219070673006,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,density_matched_clean,40,20,2,1452.0,100.0,0.005612568554006947,0.019383709684855754,0.11023305391836627,0.017429376190909302,-0.02961220072782075,0.040837337835834646,-0.02742605737826182,0.040606522335473565,24,16,0,0.6,0.26818725105476915,True,False,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,exact_removed,40,20,2,1452.0,100.0,0.005612568554006947,0.019383709684855754,0.11023305391836627,0.017429376190909302,-0.02961220072782075,0.040837337835834646,-0.027537529771774566,0.039933948217804126,24,16,0,0.6,0.26818725105476915,True,False,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,nn08_removed,40,20,2,1452.0,56.0,-0.1284080500026941,-0.19641364885451318,0.16992726275668893,0.02686785934345198,-0.18270799373581054,-0.07410810626957764,-0.17394223459336072,-0.07135328393722229,5,35,0,0.875,1.382612026645802e-06,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,scaffold_removed,40,20,2,1452.0,379.0,0.28030852753741287,0.2698907343627045,0.05310091063157479,0.008395991171241327,0.26334022938033413,0.2972768256944916,0.26415211184780546,0.2969446833346636,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,density_matched_clean,40,20,2,1452.0,100.0,0.23415655588224346,0.2471441408462544,0.11923646443669386,0.01885294038828092,0.19605476335752772,0.27225834840695917,0.1967569877222618,0.2693705253691719,39,1,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,exact_removed,40,20,2,1452.0,100.0,0.23415655588224346,0.2471441408462544,0.11923646443669386,0.01885294038828092,0.19605476335752772,0.27225834840695917,0.19737383248260537,0.26947938212608474,39,1,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,nn08_removed,40,20,2,1452.0,56.0,0.12440022973416473,0.17854655178325635,0.2383631100535169,0.037688516896524665,0.04823173708628839,0.20056872238204107,0.05140480482392761,0.19694959288313924,28,12,0,0.7,0.01658900337497471,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,scaffold_removed,40,20,2,1452.0,379.0,0.2370807110175872,0.23782939104742706,0.09405535142478313,0.014871456831493891,0.20702549676113804,0.26713592527403635,0.208911147914816,0.26558650942448897,39,1,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
