source_name,task_name,model_id,split_name,n_runs,seeds,hidden_dims,test_n_median,auroc_mean,auroc_std,auprc_mean,auprc_std,balanced_accuracy_mean,balanced_accuracy_std,exposure_delta_mean,exposure_delta_std,scaffold_exposure_delta_mean,scaffold_exposure_delta_std,nn08_exposure_delta_mean,nn08_exposure_delta_std,density_matched_delta_mean,density_matched_delta_std,split_order
moleculenet,BACE,morgan_xgb,nn08_removed,5,5,,755.0,0.734066913866795,0.0064911430488125,0.6634591245516328,0.0105299457353596,0.6430106994254012,0.0039382977270834,0.0467468331539545,0.0039985050188842,0.0328190315399539,0.0029441672599795,0.0331178716768221,0.0043275910348299,0.2174900358488674,0.0139893260405627,3
moleculenet,BACE,morgan_xgb,density_matched_clean,5,5,,123.0,0.5496947496947497,0.0125166025668119,0.3639127782289021,0.0095435893100259,0.4637362637362637,0.0244102162842829,0.0467468331539545,0.0039985050188842,0.0328190315399539,0.0029441672599795,0.0331178716768221,0.0043275910348299,0.2174900358488674,0.0139893260405627,4
moleculenet,Tox21,morgan_logreg,standard,5,5,,1452.0,0.6923110081362142,0.0,0.3952776700839135,0.0,0.6957217522495824,0.0,-0.0190291980493528,0.0,0.2238618102752516,0.0,0.1286746444998504,0.0,-0.0190291980493528,0.0,0
moleculenet,Tox21,morgan_logreg,exact_removed,5,5,,100.0,0.711340206185567,0.0,0.067452641920727,0.0,0.4639175257731959,0.0,-0.0190291980493528,0.0,0.2238618102752516,0.0,0.1286746444998504,0.0,-0.0190291980493528,0.0,1
moleculenet,Tox21,morgan_logreg,scaffold_removed,5,5,,379.0,0.4684491978609625,0.0,0.0153510555013697,1.734723475976807e-18,0.4919786096256685,0.0,-0.0190291980493528,0.0,0.2238618102752516,0.0,0.1286746444998504,0.0,-0.0190291980493528,0.0,2
moleculenet,Tox21,morgan_logreg,nn08_removed,5,5,,56.0,0.5636363636363637,0.0,0.04,0.0,0.4818181818181818,0.0,-0.0190291980493528,0.0,0.2238618102752516,0.0,0.1286746444998504,0.0,-0.0190291980493528,0.0,3
moleculenet,Tox21,morgan_logreg,density_matched_clean,5,5,,100.0,0.711340206185567,0.0,0.067452641920727,0.0,0.4639175257731959,0.0,-0.0190291980493528,0.0,0.2238618102752516,0.0,0.1286746444998504,0.0,-0.0190291980493528,0.0,4
moleculenet,Tox21,morgan_mlp_gpu,standard,40,20,"256,512",1452.0,0.6246587908831295,0.0079889229207426,0.2492130072105871,0.0187365145365569,0.6630827361388005,0.0057437493070535,0.4606983097834731,0.0290619984160607,0.0127002347333968,0.0277876659633328,0.5028406090649475,0.0276618076086231,0.4606983097834731,0.0290619984160607,0
moleculenet,Tox21,morgan_mlp_gpu,exact_removed,40,20,"256,512",100.0,0.1639604810996563,0.0306254005853972,0.0262642783169856,0.0029721518867436,0.4860824742268042,0.0063341266636311,0.4606983097834732,0.0290619984160607,0.0127002347333968,0.0277876659633328,0.5028406090649475,0.0276618076086231,0.4606983097834732,0.0290619984160607,1
moleculenet,Tox21,morgan_mlp_gpu,scaffold_removed,40,20,"256,512",379.0,0.6119585561497327,0.0248554535770598,0.0283922087383134,0.0030015527454774,0.4760895721925133,0.020174048178161,0.4606983097834731,0.0290619984160607,0.0127002347333968,0.0277876659633328,0.5028406090649475,0.0276618076086231,0.4606983097834731,0.0290619984160607,2
moleculenet,Tox21,morgan_mlp_gpu,nn08_removed,40,20,"256,512",56.0,0.1218181818181818,0.0280053123649988,0.0191876085540598,0.0014851177288592,0.4763636363636364,0.0094911877353732,0.4606983097834731,0.0290619984160607,0.0127002347333968,0.0277876659633328,0.5028406090649475,0.0276618076086231,0.4606983097834731,0.0290619984160607,3
moleculenet,Tox21,morgan_mlp_gpu,density_matched_clean,40,20,"256,512",100.0,0.1639604810996562,0.0306254005853972,0.0262642783169856,0.0029721518867436,0.4860824742268042,0.0063341266636311,0.4606983097834731,0.0290619984160607,0.0127002347333968,0.0277876659633328,0.5028406090649475,0.0276618076086231,0.4606983097834731,0.0290619984160607,4
moleculenet,Tox21,morgan_xgb,standard,5,5,,1452.0,0.7619138962228569,0.0071080198844681,0.3568107969837891,0.0140241158066013,0.691720459076459,0.0037729256994648,0.0230822811025819,0.0233780900437067,0.2468871582549422,0.0266326694686006,0.0782775325864932,0.0868108348818937,0.0230822811025819,0.0233780900437067,0
moleculenet,Tox21,morgan_xgb,exact_removed,5,5,,100.0,0.738831615120275,0.0211835532748074,0.0764335249922216,0.003246689339502,0.4804123711340206,0.0060112906132425,0.0230822811025819,0.0233780900437067,0.2468871582549422,0.0266326694686006,0.0782775325864932,0.0868108348818937,0.0230822811025819,0.0233780900437067,1
moleculenet,Tox21,morgan_xgb,scaffold_removed,5,5,,379.0,0.5150267379679144,0.0252332763657837,0.0188915224465442,0.0033889987507212,0.4967914438502673,0.0013633742014953,0.0230822811025819,0.0233780900437067,0.2468871582549422,0.0266326694686006,0.0782775325864932,0.0868108348818937,0.0230822811025819,0.0233780900437067,2
moleculenet,Tox21,morgan_xgb,nn08_removed,5,5,,56.0,0.6836363636363636,0.0872727272727272,0.0588021390374331,0.0176778729513597,0.4890909090909091,0.0089072354283024,0.0230822811025819,0.0233780900437067,0.2468871582549422,0.0266326694686006,0.0782775325864932,0.0868108348818937,0.0230822811025819,0.0233780900437067,3
moleculenet,Tox21,morgan_xgb,density_matched_clean,5,5,,100.0,0.738831615120275,0.0211835532748074,0.0764335249922216,0.003246689339502,0.4804123711340206,0.0060112906132425,0.0230822811025819,0.0233780900437067,0.2468871582549422,0.0266326694686006,0.0782775325864932,0.0868108348818937,0.0230822811025819,0.0233780900437067,4
