metric_family,source_name,task_name,model_id,comparison_split,n_pairs,seed_count,hidden_dim_count,standard_test_n_median,comparison_test_n_median,mean_delta,median_delta,sd_delta,sem_delta,seed_t_ci95_low,seed_t_ci95_high,bootstrap_ci95_low,bootstrap_ci95_high,positive_delta_n,negative_delta_n,zero_delta_n,sign_consistency,sign_test_p,ci_available,ci_excludes_zero,uncertainty_source,uncertainty_status,direction
bace_tox21_feature_mlp,moleculenet,BACE,morgan_xgb,nn08_removed,5,5,1,1265.0,755.0,0.0331178716768222,0.033331309254426,0.0048383938663491,0.0021637955174149,0.0271111753204783,0.0391245680331661,0.0294194108865887,0.0368163324670557,5,0,0,1.0,0.0625,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,BACE,morgan_xgb,scaffold_removed,5,5,1,1265.0,719.0,0.032819031539954,0.0316550263963064,0.0032916790652218,0.0014720836299897,0.0287325273831023,0.0369055356968057,0.030584061511772,0.0353966256036627,5,0,0,1.0,0.0625,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,density_matched_clean,5,5,1,1452.0,100.0,-0.0190291980493528,-0.0190291980493528,0.0,0.0,,,,,0,5,0,1.0,0.0625,False,False,deterministic_repeat,deterministic_repeat_no_interval,comparison_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,exact_removed,5,5,1,1452.0,100.0,-0.0190291980493528,-0.0190291980493528,0.0,0.0,,,,,0,5,0,1.0,0.0625,False,False,deterministic_repeat,deterministic_repeat_no_interval,comparison_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,nn08_removed,5,5,1,1452.0,56.0,0.1286746444998504,0.1286746444998504,0.0,0.0,,,,,5,0,0,1.0,0.0625,False,False,deterministic_repeat,deterministic_repeat_no_interval,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_logreg,scaffold_removed,5,5,1,1452.0,379.0,0.2238618102752516,0.2238618102752516,0.0,0.0,,,,,5,0,0,1.0,0.0625,False,False,deterministic_repeat,deterministic_repeat_no_interval,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,density_matched_clean,40,20,2,1452.0,100.0,0.4606983097834732,0.4560419922050398,0.0294322298820678,0.0046536441522501,0.4512932949517756,0.4701033246151708,0.451736282440194,0.4698438793647602,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,exact_removed,40,20,2,1452.0,100.0,0.4606983097834732,0.4560419922050398,0.0294322298820678,0.0046536441522501,0.4512932949517756,0.4701033246151708,0.4519053855874152,0.469686188981865,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,nn08_removed,40,20,2,1452.0,56.0,0.5028406090649475,0.4963761762242283,0.0280142015299471,0.0044294341832803,0.493888722580538,0.5117924955493571,0.4943581786464787,0.5115548946480267,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_mlp_gpu,scaffold_removed,40,20,2,1452.0,379.0,0.0127002347333968,0.0088648487134397,0.028141663240438,0.0044495876492609,0.0037076180942404,0.0216928513725532,0.0049884391316838,0.0222850230425701,27,13,0,0.675,0.0384773082842002,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,density_matched_clean,5,5,1,1452.0,100.0,0.0230822811025819,0.0300235581925129,0.0261374992609196,0.0116890450218533,-0.0093665078780829,0.0555310700832469,0.0033057571200901,0.0428588050850738,3,2,0,0.6,1.0,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,exact_removed,5,5,1,1452.0,100.0,0.0230822811025819,0.0300235581925129,0.0261374992609196,0.0116890450218533,-0.0093665078780829,0.0555310700832469,0.0033057571200901,0.0428588050850738,3,2,0,0.6,1.0,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,nn08_removed,5,5,1,1452.0,56.0,0.0782775325864932,0.0616995429808621,0.0970574639897121,0.0434054174409468,-0.0422159062295752,0.1987709714025617,0.0036169660395103,0.149898358551842,4,1,0,0.8,0.375,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_feature_mlp,moleculenet,Tox21,morgan_xgb,scaffold_removed,5,5,1,1452.0,379.0,0.2468871582549423,0.2496674574193647,0.0297762296770371,0.0133163347343003,0.2099210130325246,0.28385330347736,0.2248165425887031,0.2690399572630485,5,0,0,1.0,0.0625,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,density_matched_clean,40,20,2,1265.0,123.0,0.0293128546040576,0.0286513922640487,0.019368253111175,0.0030623897064977,0.0231237650072256,0.0355019442008896,0.0232840845239793,0.0352323984618186,38,2,0,0.95,1.4933903003111482e-09,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,exact_removed,40,20,2,1265.0,882.0,0.0414879530077778,0.0413432781267047,0.0050666886613312,0.0008011138182378,0.0398689019811191,0.0431070040344364,0.0399645913159869,0.0430643204190562,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,nn08_removed,40,20,2,1265.0,755.0,0.0476908236123516,0.0473513679972756,0.0069696897064941,0.0011020047028576,0.0454636721078764,0.0499179751168268,0.0455768922114673,0.0497891163766424,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_cnn,scaffold_removed,40,20,2,1265.0,719.0,0.0517180307893787,0.0506992845410378,0.0076733452858833,0.0012132624188153,0.0492660274409528,0.0541700341378045,0.0494112945011647,0.0541202649951106,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,density_matched_clean,40,20,2,1265.0,123.0,0.023165409578831,0.0239882586892322,0.0681582889186454,0.0107767717201367,0.0013855539324346,0.0449452652252273,0.0026995218311282,0.0447039976857866,25,15,0,0.625,0.1538599441628321,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,exact_removed,40,20,2,1265.0,882.0,0.0214577041387312,0.0206898356492025,0.01080617454408,0.0017086062176312,0.0180046109728984,0.0249107973045639,0.0182229669517677,0.0248285820758331,39,1,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,nn08_removed,40,20,2,1265.0,755.0,0.0291921465298794,0.0282905339404325,0.0146896278728696,0.0023226341029281,0.0244981030078616,0.0338861900518971,0.0246718336830101,0.0337038052705347,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_gru,scaffold_removed,40,20,2,1265.0,719.0,0.0330943194305441,0.0323682085642682,0.0174956677966714,0.002766307971157,0.0275036110208356,0.0386850278402525,0.0276746457684719,0.0385323249222945,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,density_matched_clean,40,20,2,1265.0,123.0,0.1538693819509188,0.1515928631714445,0.0466718847959217,0.0073794729324047,0.1389554671545287,0.1687832967473088,0.1396180519734284,0.1684466909423446,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,exact_removed,40,20,2,1265.0,882.0,-0.0149608785833155,-0.0140458596792566,0.0139741225385236,0.0022095027762014,-0.0194262836940186,-0.0104954734726124,-0.0192223382676313,-0.0106873934086556,6,34,0,0.85,8.364584573428147e-06,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,nn08_removed,40,20,2,1265.0,755.0,-0.0387395106672615,-0.0368912724448023,0.0165174705271149,0.0026116414025192,-0.0440176379417529,-0.03346138339277,-0.0439253646549678,-0.0337709878337605,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,BACE,smiles_transformer,scaffold_removed,40,20,2,1265.0,719.0,-0.044701776428187,-0.0442763734758426,0.0171835173548253,0.0027169526527139,-0.0501927377393219,-0.039210815117052,-0.0501425518429251,-0.0395776218797692,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,density_matched_clean,40,20,2,1452.0,100.0,0.3537969485817405,0.356797611555161,0.0843406174815239,0.0133354225253314,0.3268460596580456,0.3807478375054355,0.3283286089417811,0.3795018852988398,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,exact_removed,40,20,2,1452.0,100.0,0.3537969485817405,0.356797611555161,0.0843406174815239,0.0133354225253314,0.3268460596580456,0.3807478375054355,0.3277038253501557,0.3798254587533508,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,nn08_removed,40,20,2,1452.0,56.0,0.5064273765729933,0.5220317023350594,0.1176588069041182,0.0186034908297479,0.4688297216060728,0.5440250315399138,0.4690993532909785,0.5418277997932881,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_cnn,scaffold_removed,40,20,2,1452.0,379.0,0.2079113337922446,0.2124480015029391,0.034494586988602,0.0054540730915395,0.1968886520742431,0.218934015510246,0.1970427040133316,0.21801219070673,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,density_matched_clean,40,20,2,1452.0,100.0,0.0056125685540069,0.0193837096848557,0.1102330539183662,0.0174293761909093,-0.0296122007278207,0.0408373378358346,-0.0274260573782618,0.0406065223354735,24,16,0,0.6,0.2681872510547691,True,False,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,exact_removed,40,20,2,1452.0,100.0,0.0056125685540069,0.0193837096848557,0.1102330539183662,0.0174293761909093,-0.0296122007278207,0.0408373378358346,-0.0275375297717745,0.0399339482178041,24,16,0,0.6,0.2681872510547691,True,False,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,nn08_removed,40,20,2,1452.0,56.0,-0.1284080500026941,-0.1964136488545131,0.1699272627566889,0.0268678593434519,-0.1827079937358105,-0.0741081062695776,-0.1739422345933607,-0.0713532839372222,5,35,0,0.875,1.382612026645802e-06,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_gru,scaffold_removed,40,20,2,1452.0,379.0,0.2803085275374128,0.2698907343627045,0.0531009106315747,0.0083959911712413,0.2633402293803341,0.2972768256944916,0.2641521118478054,0.2969446833346636,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,density_matched_clean,40,20,2,1452.0,100.0,0.2341565558822434,0.2471441408462544,0.1192364644366938,0.0188529403882809,0.1960547633575277,0.2722583484069591,0.1967569877222618,0.2693705253691719,39,1,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,exact_removed,40,20,2,1452.0,100.0,0.2341565558822434,0.2471441408462544,0.1192364644366938,0.0188529403882809,0.1960547633575277,0.2722583484069591,0.1973738324826053,0.2694793821260847,39,1,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,nn08_removed,40,20,2,1452.0,56.0,0.1244002297341647,0.1785465517832563,0.2383631100535169,0.0376885168965246,0.0482317370862883,0.200568722382041,0.0514048048239276,0.1969495928831392,28,12,0,0.7,0.0165890033749747,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bace_tox21_sequence,moleculenet,Tox21,smiles_transformer,scaffold_removed,40,20,2,1452.0,379.0,0.2370807110175872,0.237829391047427,0.0940553514247831,0.0148714568314938,0.207025496761138,0.2671359252740363,0.208911147914816,0.2655865094244889,39,1,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_logreg,density_matched_clean,1,1,1,408.0,38.0,-0.0538668592436974,-0.0538668592436974,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_logreg,exact_removed,1,1,1,408.0,66.0,-0.0674352134146338,-0.0674352134146338,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_xgb,density_matched_clean,1,1,1,408.0,38.0,-0.0759853019733532,-0.0759853019733532,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,morgan_xgb,exact_removed,1,1,1,408.0,66.0,-0.0908107443454244,-0.0908107443454244,0.0,0.0,,,,,0,1,0,1.0,1.0,False,False,single_run,single_run_no_interval,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,density_matched_clean,40,20,2,408.0,38.0,-0.025515678026018,-0.0258719272965595,0.0106972096742984,0.0016913773589585,-0.0289339516684733,-0.0220974043835628,-0.0287695641282354,-0.0222555143727162,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,exact_removed,40,20,2,408.0,66.0,-0.03554150299015,-0.0336720215759849,0.0077293032247304,0.0012221101458116,-0.0380113875948353,-0.0330716183854648,-0.0380304410125306,-0.0333068054517308,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,nn08_removed,40,20,2,408.0,47.0,-0.0325922030804843,-0.0320334757834757,0.0102494373511815,0.0016205783382468,-0.0358673919020811,-0.0293170142588874,-0.0357823517628205,-0.02949528690349,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_cnn,scaffold_removed,40,20,2,408.0,49.0,0.0508622128739316,0.052600827991453,0.0215037432806559,0.0034000403493207,0.0439907313279544,0.0577336944199087,0.0442208888388087,0.0575612125233707,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,density_matched_clean,40,20,2,408.0,38.0,-0.0502492047500089,-0.0548066682602528,0.0265668209083673,0.0042005832130112,-0.0587385834235046,-0.0417598260765133,-0.0580449387787967,-0.0416849699364922,2,38,0,0.95,1.4933903003111482e-09,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,exact_removed,40,20,2,408.0,66.0,-0.0611197383292943,-0.0652991860146965,0.0172206479526119,0.0027228235157084,-0.0666225646545411,-0.0556169120040475,-0.06619845919121,-0.055731352552295,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,nn08_removed,40,20,2,408.0,47.0,-0.0584671863871082,-0.0634014423076923,0.0193425057627317,0.0030583186932582,-0.0646480484661831,-0.0522863243080333,-0.0642663261217948,-0.0524596715856481,0,40,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_gru,scaffold_removed,40,20,2,408.0,49.0,-0.0191260182959401,-0.0188468215811966,0.0317239087344751,0.0050159903942125,-0.0292633348826437,-0.0089887017092365,-0.028529803936298,-0.0092794199886484,11,29,0,0.725,0.0064265760956914,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,density_matched_clean,40,20,2,408.0,38.0,-0.0643646185437315,-0.0621554010225884,0.0372526274420772,0.0058901575771328,-0.0762686270071169,-0.0524606100803461,-0.0758016629127612,-0.0528361841656734,2,38,0,0.95,1.4933903003111482e-09,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,exact_removed,40,20,2,408.0,66.0,-0.0605832767387169,-0.061321871091307,0.0267749592653477,0.0042334927768363,-0.0691391656407032,-0.0520273878367306,-0.0686223556979785,-0.0523562048362746,1,39,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,nn08_removed,40,20,2,408.0,47.0,-0.0595698395210113,-0.0619190705128204,0.0323311955295418,0.0051120108674803,-0.069901213484189,-0.0492384655578337,-0.0693610971999643,-0.0495914261429397,1,39,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,BBBP,smiles_transformer,scaffold_removed,40,20,2,408.0,49.0,-0.0160210503472222,-0.0253405448717948,0.0479615063115191,0.007583379997847,-0.0313470613228711,-0.0006950393715732,-0.030285425430689,-0.0010278215978899,14,26,0,0.65,0.0806904677519924,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_logreg,density_matched_clean,1,1,1,295.0,140.0,0.260401065429245,0.260401065429245,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_logreg,exact_removed,1,1,1,295.0,155.0,0.2710055688395038,0.2710055688395038,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_xgb,density_matched_clean,1,1,1,295.0,140.0,0.3883117332848523,0.3883117332848523,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,morgan_xgb,exact_removed,1,1,1,295.0,155.0,0.4138653163923922,0.4138653163923922,0.0,0.0,,,,,1,0,0,1.0,1.0,False,False,single_run,single_run_no_interval,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,density_matched_clean,40,20,2,295.0,140.0,-0.0343004477284598,-0.0358817639029569,0.0163924882660017,0.0025918799719074,-0.0395386371516848,-0.0290622583052348,-0.0392126312487915,-0.0293075314116937,1,39,0,0.975,7.457856554538012e-11,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,exact_removed,40,20,2,295.0,155.0,-0.0153314670688317,-0.0144990388672698,0.0197895181184339,0.003128997552571,-0.0216551711225778,-0.0090077630150856,-0.0212843111686748,-0.0092798146498507,7,33,0,0.825,4.2277022657799534e-05,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,nn08_removed,40,20,2,295.0,114.0,-0.024419502926779,-0.0216624247006661,0.0221649479005662,0.0035045859792378,-0.0315022711908187,-0.0173367346627393,-0.0311369727937339,-0.0176049864399078,5,35,0,0.875,1.382612026645802e-06,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_cnn,scaffold_removed,40,20,2,295.0,75.0,0.0215436441213479,0.0225906510833071,0.0288138188153665,0.0045558647771986,0.0123362414066295,0.0307510468360664,0.0126732307653209,0.0305834195335981,32,8,0,0.8,0.0001821658297558,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,density_matched_clean,40,20,2,295.0,140.0,-0.0278422388443036,-0.0645620687565471,0.0783410879761412,0.0123868136190118,-0.0528759891683265,-0.0028084885202806,-0.0498004845221295,-0.001790626614232,11,29,0,0.725,0.0064265760956914,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,exact_removed,40,20,2,295.0,155.0,-0.0175413886153958,-0.0528818353728101,0.0818747825194276,0.0129455397846165,-0.0437043245201058,0.0086215472893141,-0.0408440931686645,0.0093157130549955,12,28,0,0.7,0.0165890033749747,True,False,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,nn08_removed,40,20,2,295.0,114.0,-0.0324850732493459,-0.058126470932771,0.0774166852513119,0.0122406527147255,-0.0572234323858062,-0.0077467141128856,-0.0543202809681266,-0.0074883329295478,10,30,0,0.75,0.0022214337732293,True,True,seed_replicate,seed_replicate_ci_available,comparison_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_gru,scaffold_removed,40,20,2,295.0,75.0,0.0013720609487386,-0.0132549220007802,0.0720770840697125,0.0113963876381865,-0.0216600384680362,0.0244041603655136,-0.0198743184684239,0.024205526329888,17,23,0,0.575,0.4295905078433861,True,False,seed_replicate,seed_replicate_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,density_matched_clean,40,20,2,295.0,140.0,0.5633650660698878,0.6281126723170201,0.1905069107857072,0.0301217874042666,0.502488933725865,0.6242411984139106,0.5025434151776053,0.6195556830708718,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,exact_removed,40,20,2,295.0,155.0,0.5643700413104746,0.6273995759555328,0.1857539384342897,0.0293702764899523,0.5050127125242809,0.6237273700966683,0.5045282635535343,0.618196979138992,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,nn08_removed,40,20,2,295.0,114.0,0.5409984460915342,0.6047916466992536,0.2069368204184064,0.0327195842137701,0.4748721663955048,0.6071247257875636,0.4748851119417555,0.6029007243511921,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
bbbp_clintox_model_family,moleculenet,ClinTox,smiles_transformer,scaffold_removed,40,20,2,295.0,75.0,0.2894990219189071,0.2666534790564264,0.1733550900671613,0.027409846429793,0.2341037222842953,0.3448943215535189,0.2388316687409678,0.344054620059454,40,0,0,1.0,1.8189894035458565e-12,True,True,seed_replicate,seed_replicate_ci_available,standard_higher
