fm_model_id,source_name,task_name,split_name,head_model,seeds,median_test_n,auroc_mean,auroc_std,auprc_mean,auprc_std,balanced_accuracy_mean,balanced_accuracy_std,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,valid_metric_value_count,metric_status,wrapper_scope_note,source_table
molformer_xl_10pct,chembl_bioactivity,CYP1A2_pchembl5_temporal,density_matched_clean,logistic_regression,20,31.0,,,,,0.0,0.0,,,,,,,1,balanced_accuracy_only_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,BBBP,nn08_removed,logistic_regression,20,34.0,,,,,0.0,0.0,,,,,,,1,balanced_accuracy_only_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,BBBP,scaffold_removed,logistic_regression,20,33.0,,,,,0.0,0.0,,,,,,,1,balanced_accuracy_only_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,BBBP,standard,logistic_regression,20,410.0,,,,,0.0,0.0,,,,,,,1,balanced_accuracy_only_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ClinTox,density_matched_clean,logistic_regression,20,140.0,0.5,0.0,0.9928571428571428,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ClinTox,exact_removed,logistic_regression,20,155.0,0.5,0.0,0.9935483870967742,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ClinTox,nn08_removed,logistic_regression,20,114.0,0.5,0.0,0.9912280701754386,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ClinTox,scaffold_removed,logistic_regression,20,75.0,0.5,0.0,0.9733333333333334,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ClinTox,standard,logistic_regression,20,295.0,0.5,0.0,0.9389830508474576,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ESOL,density_matched_clean,ridge,20,43.0,,,,,,,1.6548899907844006,0.0,2.108330017520605,0.0,-0.0167820867619521,0.0,3,valid_regression_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ESOL,exact_removed,ridge,20,43.0,,,,,,,1.6548899907844006,0.0,2.108330017520605,0.0,-0.0167820867619521,0.0,3,valid_regression_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ESOL,nn08_removed,ridge,20,39.0,,,,,,,1.6141082201248562,0.0,2.097466226196841,0.0,-0.0160685840924066,0.0,3,valid_regression_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ESOL,scaffold_removed,ridge,20,86.0,,,,,,,1.860975832384686,0.0,2.218250966752397,0.0,-0.3088774079015786,0.0,3,valid_regression_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,ESOL,standard,ridge,20,226.0,,,,,,,1.631782752045488,0.0,2.027158010527001,0.0,-0.0037647538972633,0.0,3,valid_regression_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,Tox21,density_matched_clean,logistic_regression,20,100.0,0.5,0.0,0.03,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,Tox21,exact_removed,logistic_regression,20,100.0,0.5,0.0,0.03,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,Tox21,nn08_removed,logistic_regression,20,56.0,0.5,0.0,0.0178571428571428,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,Tox21,scaffold_removed,logistic_regression,20,379.0,0.5,0.0,0.013192612137203,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
molformer_xl_10pct,moleculenet,Tox21,standard,logistic_regression,20,1452.0,0.5,0.0,0.0461432506887052,0.0,0.5,0.0,,,,,,,3,valid_auroc_auprc_rows,supplement-only frozen-embedding wrapper applicability evidence; not model-specific ChEMBL-use evidence,results/tables/fm_embedding_summary.csv
