source_name,task_name,model_id,split_name,hidden_dim,n_runs,seeds,auroc_mean,auroc_std,auprc_mean,auprc_std,balanced_accuracy_mean,balanced_accuracy_std,runtime_sec_mean,runtime_sec_std,test_n_mean,test_n_std
moleculenet,BACE,smiles_transformer,scaffold_removed,256,20,20,0.7320743123718281,0.0252604986233137,0.6460577175772664,0.0249534400648341,0.6342790666729284,0.0326557729213373,13.2753,2.5860616214622576,719.0,0.0
moleculenet,BACE,smiles_transformer,standard,128,20,20,0.6805119544340685,0.0249037861807131,0.5791410292718906,0.0244993392461688,0.6148870021957645,0.0228872415777598,14.95315,3.0056672516265004,1265.0,0.0
moleculenet,BACE,smiles_transformer,standard,256,20,20,0.686910875401835,0.0191473590264374,0.5861811217872953,0.0205135475615305,0.6158447834038933,0.0221198940820876,14.56905,1.947425748905462,1265.0,0.0
moleculenet,Tox21,smiles_cnn,density_matched_clean,128,20,20,0.359106529209622,0.0902707999643333,0.0313522563969792,0.0051182655573852,0.4835051546391752,0.0088683765639614,248.39885,87.66598407779097,100.0,0.0
moleculenet,Tox21,smiles_cnn,density_matched_clean,256,20,20,0.3379725085910653,0.089395143032936,0.0303035659333955,0.0050492853619132,0.4889175257731959,0.0059390302174241,326.14865000000003,54.389456267989104,100.0,0.0
moleculenet,Tox21,smiles_cnn,exact_removed,128,20,20,0.359106529209622,0.0902707999643333,0.0313522563969792,0.0051182655573852,0.4835051546391752,0.0088683765639614,249.98189999999997,78.46475873785631,100.0,0.0
moleculenet,Tox21,smiles_cnn,exact_removed,256,20,20,0.3379725085910653,0.089395143032936,0.0303035659333955,0.0050492853619132,0.4889175257731959,0.0059390302174241,306.98665000000005,67.45312330075977,100.0,0.0
moleculenet,Tox21,smiles_cnn,nn08_removed,128,20,20,0.1945454545454545,0.1063442095701073,0.022461660057966,0.0030316259999581,0.4931818181818181,0.007537783614444,246.3149,86.38000469894638,56.0,0.0
moleculenet,Tox21,smiles_cnn,nn08_removed,256,20,20,0.1972727272727273,0.1263963332452774,0.0227659390602888,0.0040576577978175,0.4959090909090909,0.006726658448613,331.46725,52.340177385900205,56.0,0.0
moleculenet,Tox21,smiles_cnn,scaffold_removed,128,20,20,0.4983422459893048,0.0267742534536915,0.0182084898184907,0.0024449094504851,0.484692513368984,0.0038393664387097,248.00325,70.70100881803242,379.0,0.0
moleculenet,Tox21,smiles_cnn,scaffold_removed,256,20,20,0.4905080213903743,0.0364052431834711,0.0170539664388911,0.0025725421573717,0.4859625668449198,0.0032335258348791,334.6014,42.88524573719965,379.0,0.0
moleculenet,Tox21,smiles_cnn,standard,128,20,20,0.7044296567703002,0.0158990284754044,0.4354488913917509,0.0172371973377593,0.7075327334446899,0.0088467378225761,252.53045000000003,79.76019407165143,1452.0,0.0
moleculenet,Tox21,smiles_cnn,standard,256,20,20,0.7002432781938682,0.0108050004541416,0.4124139108192011,0.0185209513211595,0.7002559405140364,0.0098535866118682,322.39525,53.96756695449128,1452.0,0.0
moleculenet,Tox21,smiles_gru,density_matched_clean,128,20,20,0.7185567010309277,0.0868192502866315,0.1680087338518768,0.1268696772537032,0.5634879725085911,0.110329449451647,1098.8988999999997,181.67405307222603,100.0,0.0
moleculenet,Tox21,smiles_gru,density_matched_clean,256,20,20,0.7634020618556702,0.1287411766796302,0.1767781279727022,0.120579706877725,0.5536082474226803,0.0807443144263629,1139.6662499999998,172.13091753019705,100.0,0.0
moleculenet,Tox21,smiles_gru,exact_removed,128,20,20,0.7185567010309277,0.0868192502866315,0.1680087338518768,0.1268696772537032,0.5634879725085911,0.110329449451647,1096.8769000000002,187.5066082869881,100.0,0.0
moleculenet,Tox21,smiles_gru,exact_removed,256,20,20,0.7634020618556702,0.1287411766796302,0.1767781279727022,0.120579706877725,0.5536082474226803,0.0807443144263629,1180.57985,49.57707476674578,100.0,0.0
moleculenet,Tox21,smiles_gru,nn08_removed,128,20,20,0.9063636363636364,0.0878155467325341,0.3347981389525507,0.3066924204706902,0.615909090909091,0.2177813559703044,1124.2737000000002,177.95633530310184,56.0,0.0
moleculenet,Tox21,smiles_gru,nn08_removed,256,20,20,0.8436363636363637,0.2160807929708448,0.4014315126737727,0.3781562127285228,0.6177272727272728,0.2166513556785541,1151.8245000000002,92.00295500009769,56.0,0.0
moleculenet,Tox21,smiles_gru,scaffold_removed,128,20,20,0.4692513368983957,0.0515041560100251,0.0443915006901883,0.0480919214549424,0.5175133689839572,0.0423978098499986,1095.4852,194.0794073372031,379.0,0.0
moleculenet,Tox21,smiles_gru,scaffold_removed,256,20,20,0.4633155080213903,0.0597459040471904,0.0623771834185144,0.0762434050622593,0.518048128342246,0.0418056059020215,1171.2638499999998,53.53624584267652,379.0,0.0
moleculenet,Tox21,smiles_gru,standard,128,20,20,0.7414074034161323,0.0174968309176158,0.4561312464193201,0.0281279493129073,0.7170052265747079,0.0104964120187441,1134.6777,183.8227380872943,1452.0,0.0
moleculenet,Tox21,smiles_gru,standard,256,20,20,0.7517764965784794,0.0164423300549413,0.4578676189093543,0.0271026539480198,0.7152058300554988,0.01018569523536,1142.4273,128.4211771932885,1452.0,0.0
moleculenet,Tox21,smiles_transformer,density_matched_clean,128,20,20,0.4604810996563575,0.1314539671793183,0.051062530945639,0.0322944603443734,0.4940721649484536,0.0061586614151281,560.7978,67.42058977612106,100.0,0.0
moleculenet,Tox21,smiles_transformer,density_matched_clean,256,20,20,0.4936426116838488,0.1132680401424113,0.0492963663737898,0.0164365556142161,0.4912371134020619,0.0084856070273991,492.428,174.08436442397692,100.0,0.0
moleculenet,Tox21,smiles_transformer,exact_removed,128,20,20,0.4604810996563575,0.1314539671793183,0.051062530945639,0.0322944603443734,0.4940721649484536,0.0061586614151281,542.4457,66.60613911502452,100.0,0.0
moleculenet,Tox21,smiles_transformer,exact_removed,256,20,20,0.4936426116838488,0.1132680401424113,0.0492963663737898,0.0164365556142161,0.4912371134020619,0.0084856070273991,489.80775,163.95546998434511,100.0,0.0
moleculenet,Tox21,smiles_transformer,nn08_removed,128,20,20,0.5718181818181819,0.239453579068941,0.0993833885620812,0.1429002936879952,0.4968181818181817,0.0043360872791679,548.7266999999999,75.05540399138492,56.0,0.0
moleculenet,Tox21,smiles_transformer,nn08_removed,256,20,20,0.6018181818181818,0.2318377888321455,0.0746696139331399,0.0719769517347207,0.494090909090909,0.0087551637655719,480.3923000000001,189.63303097617248,56.0,0.0
moleculenet,Tox21,smiles_transformer,scaffold_removed,128,20,20,0.4813636363636363,0.0810340028803265,0.0185637874752533,0.0074101082586282,0.493716577540107,0.0034110563695649,533.5835,80.14905452561496,379.0,0.0
moleculenet,Tox21,smiles_transformer,scaffold_removed,256,20,20,0.4669117647058823,0.1086913976314187,0.0162479528663734,0.0045157761105185,0.4927139037433153,0.0044233965926646,490.1246500000001,168.62377468206404,379.0,0.0
moleculenet,Tox21,smiles_transformer,standard,128,20,20,0.7142550783986207,0.0267246434268062,0.2896858509895615,0.0429801975915269,0.6325076782154212,0.0175295384395653,522.6364000000001,95.65025942902612,1452.0,0.0
moleculenet,Tox21,smiles_transformer,standard,256,20,20,0.7081817447060724,0.0310876452335458,0.279761188080334,0.0406060998547318,0.6332299692871384,0.0178844782835466,497.3005999999999,175.66288830239583,1452.0,0.0
